FPT_DATA,HPG_DATA,MWG_DATA,VCB_DATA,VIC_DATA
0.1539663528196877,0.5669522402174764,-0.7788138479640804,-0.8186423380598021,-1.1741730467869909
-0.1992720071191152,-0.0269840963955564,0.8434011016823567,-0.0052185979357332,-0.1703001416905413
-1.290556728313067,-0.1784083607804598,-0.9053403152280308,0.6673449369264406,-0.0621312602814826
-0.0338530305395362,1.2581432549078952,1.1186446506490622,1.007433187973462,1.433586513824585
0.1886175015370777,0.345462198753532,0.1059996738994037,1.0436764414292707,-0.2290826373391714
-0.9148199423828652,-1.3490707791298904,-2.357858006935698,0.0829322563665657,0.0091665511553513
0.4656385275773954,-0.0934212525531754,0.2718656747860309,1.4507963746436057,3.411039373708354
-0.3178087946302332,0.3462731026939705,0.3880706397413611,-0.2523139795392908,0.0430924694904768
-0.441900332500675,0.23289246761444,-0.0293056123854385,0.3771409694473346,-0.1517731483282287
-1.1790164412854678,-2.996593395756225,-1.480949042448889,-1.1124043708396665,-1.7675684360615782
0.3089576109893506,1.0984642735640135,0.239369309211835,-0.1815781343244509,-0.7950528678873532
-1.1852636132327117,-0.5267170250778035,-0.0545631261872154,0.1793050482423606,0.0181050092596032
0.0951779785021333,2.5045536171532143,-0.4053658725547818,1.439779840288972,1.3076642347774647
-0.2016651685860799,-1.0292351220446752,-0.3951166303672282,0.3212923787616396,-0.9997765913376466
-0.1594066853129574,-0.7925167211445245,-1.2790713700742011,0.2420639075134574,0.0981548552761332
-0.8184412706071972,-0.7986088680440236,-0.9993512198298232,0.5099273188480319,-1.4024569948924956
-0.8979462116546497,-0.735898869295361,-0.0340602787917811,-0.651200420455894,0.0092895717910318
0.1230191019296598,0.8458483312699491,0.092147030607151,0.0641142158373913,0.1398876175219252
0.3482040713010373,-0.154565937918966,1.1920550547115931,0.4735123965234394,0.330619325048472
-0.0550823408157869,0.3357617585662126,0.4296991108647167,-0.5317302851583308,0.715614973873123
0.0371457284126722,0.0281892700541184,1.3991542801126302,0.1076388707880371,-0.7202313404075272
0.348376750659434,0.2101852960750626,-0.3086091024694103,0.4484674632818529,0.5944093949407286
-0.5856951557793193,-1.0440628966382712,-2.1350040653268927,-0.3322438470999063,-3.2825596255653218
0.8577992331502579,-0.1062433069450432,0.3885255290661185,-1.139181950183071,0.2187588019888521
-0.4565177980455061,0.9199952067491844,0.1510987292391892,-0.1009569760589164,0.1743242516510384
